Date,Ticker,Close,High,Low,Open,Volume
1987-03-02,AMZN,,,,,
1987-03-02,COST,7.29520320892334,7.420982574594432,7.211350298475945,7.420982574594432,560400.0
1987-03-02,INLF,,,,,
1987-03-02,JNJ,2.1955349445343018,2.2306888721026183,2.182751627215662,2.2242972134432986,8590400.0
1987-03-02,NVDA,,,,,
1987-03-02,UNH,0.18781015276908875,0.19088960999620558,0.18781015276908875,0.0,2275200.0
1987-03-02,WMT,0.6926447749137878,0.7019838068677025,0.6864191336173611,0.6910883645896811,17486400.0
1987-03-02,ZSPC,,,,,
1987-03-03,AMZN,,,,,
1987-03-03,COST,7.253279209136963,7.295205678553939,7.169426270303009,7.253279209136963,411200.0
1987-03-03,INLF,,,,,
1987-03-03,JNJ,2.237081527709961,2.2466692150296046,2.185948235648019,2.1955359229676623,10409600.0
1987-03-03,NVDA,,,,,
1987-03-03,UNH,0.18473152816295624,0.19088964509547282,0.17241609295209248,0.0,14140800.0
1987-03-03,WMT,0.7097666263580322,0.7113230371160171,0.7004275918006897,0.7004275918006897,20851200.0
1987-03-03,ZSPC,,,,,
1987-03-04,AMZN,,,,,
1987-03-04,COST,7.441951274871826,7.462914517899634,7.169429115510322,7.169429115510322,508000.0
1987-03-04,INLF,,,,,
1987-03-04,JNJ,2.336153030395508,2.3393486668495216,2.256257047535194,2.256257047535194,15520000.0
1987-03-04,NVDA,,,,,
1987-03-04,UNH,0.20012563467025757,0.20012563467025757,0.18473152854358713,0.0,7814400.0
1987-03-04,WMT,0.7253313660621643,0.7300005950666116,0.7082097196944553,0.7128789486989028,27686400.0
1987-03-04,ZSPC,,,,,
1987-03-05,AMZN,,,,,
1987-03-05,COST,7.504840850830078,7.5886938212304145,7.420987880429742,7.46291436562991,684400.0
1987-03-05,INLF,,,,,
1987-03-05,JNJ,2.3265633583068848,2.371304961351248,2.3201717007291185,2.361717670042508,13236800.0
1987-03-05,NVDA,,,,,
1987-03-05,UNH,0.2062837779521942,0.21244112122032469,0.20012568300936825,0.0,3238400.0
1987-03-05,WMT,0.7237750887870789,0.7284443186456225,0.7191052889193966,0.7253314987399267,37243200.0
1987-03-05,ZSPC,,,,,
1987-03-06,AMZN,,,,,
1987-03-06,COST,7.504840850830078,7.67254679163075,7.46291436562991,7.504840850830078,741200.0
1987-03-06,INLF,,,,,
1987-03-06,JNJ,2.307389974594116,2.3201732985530863,2.281823326676176,2.3201732985530863,7369600.0
1987-03-06,NVDA,,,,,
1987-03-06,UNH,0.2062837779521942,0.20936244958625944,0.20012568300936825,0.0,1180800.0
1987-03-06,WMT,0.7284444570541382,0.7284444570541382,0.7175490153048696,0.7253316365569891,14692800.0
1987-03-06,ZSPC,,,,,
1987-03-09,AMZN,,,,,
1987-03-09,COST,7.462913513183594,7.5467664740058815,7.400023792566879,7.504839993594738,481600.0
1987-03-09,INLF,,,,,
1987-03-09,JNJ,2.262648105621338,2.300998073513225,2.262648105621338,2.300998073513225,6134400.0
1987-03-09,NVDA,,,,,
1987-03-09,UNH,0.21244105696678162,0.21244105696678162,0.20012562248067156,0.0,1545600.0
1987-03-09,WMT,0.7191051244735718,0.7253313328702851,0.7113225064799321,0.7222179436674243,17908800.0
1987-03-09,ZSPC,,,,,
1987-03-10,AMZN,,,,,
1987-03-10,COST,7.546764373779297,7.588690842522515,7.46291143629286,7.46291143629286,206000.0
1987-03-10,INLF,,,,,
1987-03-10,JNJ,2.307389974594116,2.3169776626213876,2.2530610428265367,2.2562566787582354,10561600.0
1987-03-10,NVDA,,,,,
1987-03-10,UNH,0.215520441532135,0.21552044153213504,0.20936232671361063,0.0,4924800.0
1987-03-10,WMT,0.7346706986427307,0.7377835192694695,0.7191054554904955,0.7222182761172343,23400000.0
1987-03-10,ZSPC,,,,,
1987-03-11,AMZN,,,,,
1987-03-11,COST,7.672544956207275,7.714471431377807,7.546765530695681,7.546765530695681,837600.0
1987-03-11,INLF,,,,,
1987-03-11,JNJ,2.3137824535369873,2.364915767427308,2.310586816476955,2.3393491104821473,11083200.0
1987-03-11,NVDA,,,,,
1987-03-11,UNH,0.2185991257429123,0.2185991257429123,0.21244103334728856,0.0,1520000.0
1987-03-11,WMT,0.7253313660621643,0.7393396230845406,0.7222179767168317,0.7393396230845406,24489600.0
1987-03-11,ZSPC,,,,,
1987-03-12,AMZN,,,,,
1987-03-12,COST,7.630617141723633,7.672543609535301,7.5467642061002955,7.672543609535301,597600.0
1987-03-12,INLF,,,,,
1987-03-12,JNJ,2.2946083545684814,2.3297627166186663,2.2946083545684814,2.326566688197569,7532800.0
1987-03-12,NVDA,,,,,
1987-03-12,UNH,0.215520441532135,0.22167775769676418,0.21244099654083543,0.0,3513600.0
1987-03-12,WMT,0.72221839427948,0.7300010171289135,0.7175491625754382,0.72221839427948,21292800.0
1987-03-12,ZSPC,,,,,
1987-03-13,AMZN,,,,,
1987-03-13,COST,8.133733749389648,8.469145450395407,7.63061619788101,7.63061619788101,3545200.0
1987-03-13,INLF,,,,,
1987-03-13,JNJ,2.2978017330169678,2.3073890269908217,2.281822389572641,2.3009973676362767,6379200.0
1987-03-13,NVDA,,,,,
1987-03-13,UNH,0.215520441532135,0.21859908786953938,0.21244099654083543,0.0,1760000.0
1987-03-13,WMT,0.7175487279891968,0.7268877557504249,0.7159923183638285,0.7222179568653014,15940800.0
1987-03-13,ZSPC,,,,,
1987-03-16,AMZN,,,,,
1987-03-16,COST,8.175661087036133,8.217587554149139,8.133734619923127,8.175661087036133,504000.0
1987-03-16,INLF,,,,,
1987-03-16,JNJ,2.272235870361328,2.2914108549630434,2.26264818300244,2.2914108549630434,4579200.0
1987-03-16,NVDA,,,,,
1987-03-16,UNH,0.21244105696678162,0.21552050283398738,0.20936238626387113,0.0,1228800.0
1987-03-16,WMT,0.7050971984863281,0.7159926407792013,0.6957581665196833,0.7159926407792013,18268800.0
1987-03-16,ZSPC,,,,,
1987-03-17,AMZN,,,,,
1987-03-17,COST,8.301437377929688,8.469143183544428,8.175658023718631,8.217584475122317,1909600.0
1987-03-17,INLF,,,,,
1987-03-17,JNJ,2.3169772624969482,2.320172897876785,2.272235636367093,2.272235636367093,5184000.0
1987-03-17,NVDA,,,,,
1987-03-17,UNH,0.21244105696678162,0.21552050283398738,0.21244105696678162,0.0,1532800.0
1987-03-17,WMT,0.7105193734169006,0.7105193734169006,0.701170434292994,0.7105193734169006,23875200.0
1987-03-17,ZSPC,,,,,
1987-03-18,AMZN,,,,,
1987-03-18,COST,8.301437377929688,8.427216732140744,8.301437377929688,8.301437377929688,1048000.0
1987-03-18,INLF,,,,,
1987-03-18,JNJ,2.2978017330169678,2.3329556644090026,2.272235095598787,2.3329556644090026,9054400.0
1987-03-18,NVDA,,,,,
1987-03-18,UNH,0.215520441532135,0.21552044153213504,0.21244099654083543,0.0,873600.0
1987-03-18,WMT,0.7058448195457458,0.7120770619555249,0.7011700671247502,0.7105190013530802,17558400.0
1987-03-18,ZSPC,,,,,
1987-03-19,AMZN,,,,,
1987-03-19,COST,8.301437377929688,8.343363829333372,8.217584475122317,8.301437377929688,594800.0
1987-03-19,INLF,,,,,
1987-03-19,JNJ,2.3009984493255615,2.3073901116847995,2.2818234622478486,2.2818234622478486,6718400.0
1987-03-19,NVDA,,,,,
1987-03-19,UNH,0.215520441532135,0.21552044153213504,0.21244099654083543,0.0,1254400.0
1987-03-19,WMT,0.7089616060256958,0.7105196680901941,0.7027287871535056,0.704286849218004,10017600.0
1987-03-19,ZSPC,,,,,
1987-03-20,AMZN,,,,,
1987-03-20,COST,8.385289192199707,8.469142084121705,8.217583408355713,8.343362746238709,1144000.0
1987-03-20,INLF,,,,,
1987-03-20,JNJ,2.3297624588012695,2.3297624588012695,2.2914124626902717,2.2978041287087714,12219200.0
1987-03-20,NVDA,,,,,
1987-03-20,UNH,0.215520441532135,0.21552044153213504,0.21244099654083543,0.0,592000.0
1987-03-20,WMT,0.7261009812355042,0.7354499184590778,0.7105192289915999,0.7105192289915999,33715200.0
1987-03-20,ZSPC,,,,,
1987-03-23,AMZN,,,,,
1987-03-23,COST,8.343367576599121,8.427220517067454,8.343367576599121,8.385294046833287,636800.0
1987-03-23,INLF,,,,,
1987-03-23,JNJ,2.371306896209717,2.4160485357608437,2.32656525665859,2.3297612831131675,11564800.0
1987-03-23,NVDA,,,,,
1987-03-23,UNH,0.20936237275600433,0.21552048892880463,0.20320505523727495,0.0,1331200.0
1987-03-23,WMT,0.741682767868042,0.7463575256000254,0.7307757606458267,0.7323338230183847,22416000.0
1987-03-23,ZSPC,,,,,
1987-03-24,AMZN,,,,,
1987-03-24,COST,8.343367576599121,8.385294046833287,8.301441106364955,8.343367576599121,490400.0
1987-03-24,INLF,,,,,
1987-03-24,JNJ,2.371306896209717,2.371306896209717,2.342544608699204,2.3457402450376446,7174400.0
1987-03-24,NVDA,,,,,
1987-03-24,UNH,0.20012563467025757,0.2062837281256341,0.20012563467025757,0.0,924800.0
1987-03-24,WMT,0.7479152679443359,0.7525900236760209,0.7385663270950318,0.7432410828267166,24571200.0
1987-03-24,ZSPC,,,,,
1987-03-25,AMZN,,,,,
1987-03-25,COST,8.343367576599121,8.385294046833287,8.301441106364955,8.385294046833287,939600.0
1987-03-25,INLF,,,,,
1987-03-25,JNJ,2.3201730251312256,2.3617190181599157,2.3201730251312256,2.3457396700362527,7582400.0
1987-03-25,NVDA,,,,,
1987-03-25,UNH,0.19704698026180267,0.20628374538021887,0.19396832085877147,0.0,1072000.0
1987-03-25,WMT,0.7385657429695129,0.7494727368984392,0.7370076824958969,0.7447985554775911,15249600.0
1987-03-25,ZSPC,,,,,
1987-03-26,AMZN,,,,,
1987-03-26,COST,8.55300235748291,8.678781803916483,8.343369946760289,8.385296428904814,2110800.0
1987-03-26,INLF,,,,,
1987-03-26,JNJ,2.332956552505493,2.358523199656238,2.3233692548820017,2.332956552505493,8289600.0
1987-03-26,NVDA,,,,,
1987-03-26,UNH,0.19704698026180267,0.20320509772210293,0.19704698026180267,0.0,819200.0
1987-03-26,WMT,0.7447993755340576,0.7479154999122779,0.7416826805415948,0.7432413133449475,14827200.0
1987-03-26,ZSPC,,,,,
1987-03-27,AMZN,,,,,
1987-03-27,COST,8.55300235748291,8.678781803916483,8.55300235748291,8.636855321771957,810400.0
1987-03-27,INLF,,,,,
1987-03-27,JNJ,2.2946083545684814,2.3521333551008388,2.288216687842664,2.3521333551008388,12129600.0
1987-03-27,NVDA,,,,,
1987-03-27,UNH,0.19704698026180267,0.20320509772210293,0.19704698026180267,0.0,457600.0
1987-03-27,WMT,0.7261009812355042,0.7463569167842731,0.7245429201338826,0.7463569167842731,12105600.0
1987-03-27,ZSPC,,,,,
1987-03-30,AMZN,,,,,
1987-03-30,COST,7.882174968719482,8.55299837031263,7.6725426557216245,8.55299837031263,1305600.0
1987-03-30,INLF,,,,,
1987-03-30,JNJ,2.2466681003570557,2.262647051140511,2.1955348336646145,2.22429710112118,17760000.0
1987-03-30,NVDA,,,,,
1987-03-30,UNH,0.19396834075450897,0.20012567193705696,0.1878102226625577,0.0,976000.0
1987-03-30,WMT,0.7042863368988037,0.7136352730992913,0.6933793397671986,0.7042863368988038,29308800.0
1987-03-30,ZSPC,,,,,
1987-03-31,AMZN,,,,,
1987-03-31,COST,8.049884796142578,8.133737762769062,7.798325896263123,7.840252379576365,876400.0
1987-03-31,INLF,,,,,
1987-03-31,JNJ,2.262648105621338,2.2850191152829624,2.246669147391075,2.2690397669366527,9177600.0
1987-03-31,NVDA,,,,,
1987-03-31,UNH,0.19396834075450897,0.20012567193705696,0.1878102226625577,0.0,3081600.0
1987-03-31,WMT,0.7167519927024841,0.7167519927024841,0.7027283025641021,0.7042863635541883,18638400.0
1987-03-31,ZSPC,,,,,
1987-04-01,AMZN,,,,,
1987-04-01,COST,7.966026782989502,8.00795323974208,7.88217386948435,7.88217386948435,830000.0
1987-04-01,INLF,,,,,
1987-04-01,JNJ,2.2978017330169678,2.3009973676362767,2.2370807740908245,2.2434724334453695,9539200.0
1987-04-01,NVDA,,,,,
1987-04-01,UNH,0.19396834075450897,0.19704700047332474,0.19088968103569323,0.0,524800.0
1987-04-01,WMT,0.7074028849601746,0.7136351274123474,0.7042861931204228,0.7042861931204228,21278400.0
1987-04-01,ZSPC,,,,,
1987-04-02,AMZN,,,,,
1987-04-02,COST,7.966026782989502,8.175659066752385,7.9241003262369265,8.049879696494655,566400.0
1987-04-02,INLF,,,,,
1987-04-02,JNJ,2.272235870361328,2.3201731368075866,2.272235870361328,2.3009981522058713,9723200.0
1987-04-02,NVDA,,,,,
1987-04-02,UNH,0.19088955223560333,0.19704686751867137,0.19088955223560333,0.0,416000.0
1987-04-02,WMT,0.7074028849601746,0.7120770667993042,0.7058448243471314,0.710519006186261,16411200.0
1987-04-02,ZSPC,,,,,
1987-04-03,AMZN,,,,,
1987-04-03,COST,8.091809272766113,8.091809272766113,7.924103381102566,8.00795632693434,264800.0
1987-04-03,INLF,,,,,
1987-04-03,JNJ,2.2978017330169678,2.320172345699912,2.2402767988260606,2.2594517768896965,9456000.0
1987-04-03,NVDA,,,,,
1987-04-03,UNH,0.19088955223560333,0.19396820987713737,0.19088955223560333,0.0,336000.0
1987-04-03,WMT,0.7292169332504272,0.7338916860781188,0.7058448809531024,0.707402941691096,18969600.0
1987-04-03,ZSPC,,,,,
1987-04-06,AMZN,,,,,
1987-04-06,COST,8.217584609985352,8.217584609985352,8.091805253710065,8.091805253710065,297600.0
1987-04-06,INLF,,,,,
1987-04-06,JNJ,2.3297624588012695,2.3393497627708517,2.304195794727271,2.3137830986968533,6867200.0
1987-04-06,NVDA,,,,,
1987-04-06,UNH,0.19396834075450897,0.19704700047332474,0.19088968103569323,0.0,7996800.0
1987-04-06,WMT,0.7385657429695129,0.7385657429695129,0.7307748699878186,0.7323329304614347,16804800.0
1987-04-06,ZSPC,,,,,
1987-04-07,AMZN,,,,,
1987-04-07,COST,7.966026782989502,8.301438437010113,7.966026782989503,8.21758552350496,304000.0
1987-04-07,INLF,,,,,
1987-04-07,JNJ,2.3137824535369873,2.3553284661309855,2.2690408038829575,2.3137824535369873,11024000.0
1987-04-07,NVDA,,,,,
1987-04-07,UNH,0.19088955223560333,0.19396820987713737,0.19088955223560333,0.0,1833600.0
1987-04-07,WMT,0.7198684811592102,0.7401244255699992,0.7198684811592102,0.7354502402201681,16569600.0
1987-04-07,ZSPC,,,,,
1987-04-08,AMZN,,,,,
1987-04-08,COST,8.049884796142578,8.09181127945582,7.966031829516092,7.966031829516092,507200.0
1987-04-08,INLF,,,,,
1987-04-08,JNJ,2.3137824535369873,2.3201741177732775,2.2754324681192473,2.2818241323555375,8988800.0
1987-04-08,NVDA,,,,,
1987-04-08,UNH,0.19088955223560333,0.19396820987713737,0.19088955223560333,0.0,467200.0
1987-04-08,WMT,0.7198684811592102,0.7323335460395203,0.7136356634120083,0.7198684811592102,22036800.0
1987-04-08,ZSPC,,,,,
1987-04-09,AMZN,,,,,
1987-04-09,COST,8.049884796142578,8.09181127945582,7.966031829516092,8.049884796142578,310400.0
1987-04-09,INLF,,,,,
1987-04-09,JNJ,2.2850193977355957,2.3265650063625944,2.253061087208637,2.3201733442572023,10297600.0
1987-04-09,NVDA,,,,,
1987-04-09,UNH,0.19088955223560333,0.19396820987713737,0.19088955223560333,0.0,1878400.0
1987-04-09,WMT,0.7120776772499084,0.7323336238118371,0.7120776772499084,0.7229846815052428,20827200.0
1987-04-09,ZSPC,,,,,
1987-04-10,AMZN,,,,,
1987-04-10,COST,7.966026782989502,8.00795323974208,7.966026782989503,8.00795323974208,442400.0
1987-04-10,INLF,,,,,
1987-04-10,JNJ,2.3137824535369873,2.323370144949535,2.291411823768085,2.291411823768085,7470400.0
1987-04-10,NVDA,,,,,
